order_id,customer_id,created_at,total_amount,payment_method
41,116,2024-12-26 06:23:42,148.92,credit_card
42,478,2025-06-16 04:59:28,847.32,bank_transfer
43,34,2023-09-02 15:52:37,926.64,paypal
44,916,2024-03-16 00:59:06,453.65,bank_transfer
45,221,2024-08-31 19:42:57,354.04,paypal
46,640,2024-05-31 06:14:18,705.41,bank_transfer
47,283,2023-12-26 22:11:10,455.52,bank_transfer
48,504,2023-10-12 19:53:52,556.44,credit_card
49,525,2024-06-29 22:39:48,67.67,bank_transfer
50,159,2023-06-16 04:33:06,447.4,bank_transfer
51,971,2024-01-14 13:27:40,502.29,credit_card
52,763,2025-06-10 23:17:27,313.8,paypal
53,945,2024-11-22 14:51:51,522.52,paypal
54,900,2025-02-06 20:39:31,32.88,credit_card
55,579,2023-08-16 22:19:03,313.67,paypal
56,929,2023-05-19 16:52:32,693.57,credit_card
57,86,2024-01-01 10:25:35,446.18,paypal
58,170,2023-07-15 00:48:42,441.76,bank_transfer
59,43,2024-10-08 00:12:55,1090.32,paypal
60,300,2023-12-17 16:13:53,1440.44,paypal
61,363,2024-09-30 05:08:37,850.85,credit_card
62,234,2025-03-24 00:09:19,42.32,paypal
63,825,2023-03-23 23:34:02,2975.86,credit_card
64,329,2024-04-17 08:34:57,1073.85,debit_card
65,247,2024-03-07 14:57:14,81.15,debit_card
66,523,2024-11-24 20:26:13,767.19,paypal
67,134,2023-05-12 02:42:52,742.71,credit_card
68,788,2024-02-15 17:22:42,151.72,bank_transfer
69,75,2025-01-09 19:12:49,1702.22,paypal
70,987,2025-04-03 17:16:49,356.19,bank_transfer
71,759,2024-02-28 10:54:50,467.72,paypal
72,170,2023-10-07 11:46:44,94.78,credit_card
73,4,2023-06-11 09:56:39,441.2,credit_card
74,807,2023-05-15 04:43:02,257.12,debit_card
75,689,2023-04-28 14:49:44,400.75,paypal
76,708,2023-04-07 21:58:12,313.03,bank_transfer
77,758,2023-11-08 17:29:12,562.13,credit_card
78,74,2023-04-20 09:09:42,407.99,paypal
79,330,2023-08-24 12:20:10,439.87,credit_card
80,112,2024-08-20 04:21:38,403.58,paypal
81,860,2025-04-10 12:18:46,680.08,bank_transfer
82,602,2024-08-29 00:09:29,233.37,bank_transfer
83,304,2023-05-12 19:54:09,456.53,paypal
84,60,2025-02-15 05:34:31,510.93,bank_transfer
85,283,2025-06-18 23:34:25,215.22,credit_card
86,300,2025-01-02 00:20:28,1617.91,credit_card
87,708,2023-06-27 08:55:37,851.11,debit_card
88,620,2023-03-12 19:35:22,706.99,bank_transfer
89,889,2024-01-14 11:43:45,99.04,debit_card
90,450,2023-01-25 06:44:26,108.88,credit_card
91,115,2024-03-16 18:16:43,185.5,debit_card
92,694,2025-02-15 13:09:42,57.12,paypal
93,743,2024-01-02 01:15:32,163.91,debit_card
94,539,2024-12-22 03:13:37,154.42,bank_transfer
95,757,2023-03-08 23:27:58,77.58,debit_card
96,476,2024-11-06 05:44:00,155.3,debit_card
97,504,2023-09-03 12:22:02,1275.29,debit_card
98,409,2023-06-21 02:03:03,128.92,debit_card
99,24,2024-08-06 08:51:43,99.4,credit_card
100,105,2024-11-08 02:13:38,296.26,paypal
101,32,2023-07-31 21:31:57,259.44,debit_card
102,620,2023-02-19 20:34:23,20.41,bank_transfer
103,285,2024-12-13 09:03:41,1672.73,bank_transfer
104,493,2023-12-03 05:33:54,682.51,credit_card
105,913,2024-10-10 23:39:48,81.59,bank_transfer
106,208,2025-04-05 01:39:11,82.64,credit_card
107,392,2025-05-17 13:54:11,495.71,debit_card
108,736,2024-12-14 11:18:18,795.3,credit_card
109,191,2024-08-20 21:20:20,152.78,credit_card
110,75,2025-03-10 14:46:00,501.46,debit_card
111,258,2025-05-18 01:13:05,1097.36,paypal
112,144,2025-02-21 06:18:00,404.77,bank_transfer
113,936,2024-07-25 21:28:19,558.32,credit_card
114,796,2023-05-05 12:58:09,418.76,paypal
115,616,2023-06-24 00:34:44,734.0,bank_transfer
116,872,2024-11-20 12:18:07,134.41,credit_card
117,790,2023-12-27 21:49:04,1100.38,debit_card
118,161,2024-07-31 17:31:23,796.52,paypal
119,897,2023-10-11 03:54:35,254.86,bank_transfer
120,522,2024-02-09 12:41:02,1628.28,debit_card
121,796,2024-08-02 07:16:35,226.8,bank_transfer
122,902,2023-08-14 20:18:14,336.5,paypal
123,290,2025-06-10 06:06:52,709.02,bank_transfer
124,108,2023-12-09 07:47:42,164.63,credit_card
125,191,2025-04-16 09:27:54,138.48,debit_card
126,408,2025-01-31 21:52:26,1883.98,paypal
127,810,2024-06-19 19:33:27,1219.37,bank_transfer
128,859,2023-05-14 17:13:10,84.46,bank_transfer
129,6,2024-02-29 14:26:18,842.82,bank_transfer
130,495,2023-03-07 14:33:25,638.47,credit_card
131,399,2025-01-04 01:36:42,141.99,bank_transfer
132,187,2023-10-06 15:29:03,257.7,paypal
133,115,2025-06-21 15:42:07,259.72,debit_card
134,309,2024-05-11 14:34:32,709.38,paypal
135,950,2025-04-02 17:22:43,731.4,credit_card
136,297,2023-09-17 15:16:43,584.73,debit_card
137,502,2024-03-13 04:00:52,271.82,debit_card
138,684,2023-10-20 16:41:12,588.61,debit_card
139,337,2023-01-27 23:57:03,161.25,credit_card
140,974,2023-08-10 03:32:26,199.56,credit_card
141,966,2025-01-22 06:19:51,1420.17,credit_card
142,211,2023-04-13 21:52:50,24.05,debit_card
143,481,2023-11-07 17:27:04,363.32,paypal
144,271,2025-02-16 17:00:13,548.75,credit_card
145,252,2023-11-29 11:04:18,1279.26,debit_card
146,35,2023-06-25 07:11:03,547.11,credit_card
147,590,2024-05-24 17:01:44,900.48,bank_transfer
148,488,2023-10-21 06:24:51,430.93,credit_card
149,48,2023-08-11 17:07:48,840.51,debit_card
150,244,2024-10-21 18:07:13,513.34,bank_transfer
151,914,2025-01-22 16:41:39,190.14,bank_transfer
152,202,2023-12-25 13:39:36,362.16,credit_card
153,135,2023-10-06 05:10:16,623.57,debit_card
154,470,2024-04-01 00:49:09,275.69,bank_transfer
155,987,2024-11-30 05:31:22,199.31,bank_transfer
156,204,2024-08-27 09:58:19,569.45,bank_transfer
157,653,2024-02-14 03:55:39,975.63,paypal
158,744,2024-06-14 02:57:55,417.38,credit_card
159,199,2023-04-12 18:01:32,53.84,paypal
160,707,2023-02-28 01:32:19,800.89,paypal
161,343,2025-01-28 15:19:44,41.16,paypal
162,615,2025-02-10 15:29:19,425.99,debit_card
163,616,2024-04-06 20:54:10,667.91,bank_transfer
164,518,2023-11-22 19:38:33,603.11,debit_card
165,89,2024-10-05 14:45:17,746.36,bank_transfer
166,834,2025-05-29 10:21:02,65.82,bank_transfer
167,294,2024-04-11 11:05:18,834.57,paypal
168,161,2024-01-02 19:33:29,68.73,debit_card
169,37,2024-04-27 09:47:29,1305.23,bank_transfer
170,574,2023-05-11 09:07:12,1308.41,bank_transfer
171,661,2025-06-05 23:25:49,599.7,paypal
172,19,2024-05-26 12:40:06,481.98,bank_transfer
173,497,2023-03-28 21:03:00,652.01,paypal
174,191,2025-01-08 05:33:07,380.95,bank_transfer
175,624,2024-04-25 10:21:55,544.5,credit_card
176,155,2024-09-02 11:11:27,541.84,bank_transfer
177,673,2024-05-07 17:29:23,3084.17,bank_transfer
178,361,2023-06-05 23:01:04,460.88,credit_card
179,941,2023-10-13 10:18:34,101.37,credit_card
180,130,2025-03-13 03:30:56,1378.18,bank_transfer
181,314,2024-05-23 21:05:01,295.97,credit_card
182,112,2025-05-17 15:30:25,198.67,debit_card
183,933,2023-03-19 08:02:36,1019.62,bank_transfer
184,876,2023-11-12 13:48:29,633.99,bank_transfer
185,219,2023-11-17 22:49:41,1022.18,bank_transfer
186,638,2024-01-21 17:57:52,1621.22,paypal
187,809,2023-04-02 06:26:42,135.44,bank_transfer
188,532,2024-07-04 09:19:26,894.38,paypal
189,509,2023-09-21 21:04:55,408.78,credit_card
190,204,2023-07-18 15:23:41,699.12,bank_transfer
191,93,2023-09-14 07:02:33,424.03,credit_card
192,903,2023-12-24 01:49:20,1210.44,credit_card
193,907,2024-07-07 20:01:59,1402.31,paypal
194,616,2025-05-24 23:23:04,392.96,credit_card
195,311,2024-03-17 14:46:23,11.13,paypal
196,321,2024-12-15 22:44:11,500.79,debit_card
197,706,2023-03-17 15:00:20,1119.75,paypal
198,903,2024-09-11 16:42:48,167.88,debit_card
199,889,2024-08-26 12:26:16,730.73,paypal
200,766,2023-07-23 22:43:18,105.22,bank_transfer
201,622,2024-11-22 23:17:48,2281.66,credit_card
202,84,2023-03-04 19:38:28,1292.33,credit_card
203,144,2025-01-11 22:38:32,618.54,paypal
204,905,2023-04-29 21:20:20,1462.8,bank_transfer
205,587,2023-05-27 18:37:56,895.0,credit_card
206,9,2024-10-08 14:58:58,696.28,debit_card
207,103,2023-11-24 21:11:57,225.83,bank_transfer
208,641,2024-09-05 12:12:03,157.84,bank_transfer
209,3,2024-09-21 06:54:33,1075.33,credit_card
210,144,2023-01-25 16:14:41,75.72,bank_transfer
211,525,2024-04-12 11:01:52,1991.91,bank_transfer
212,673,2024-04-03 00:06:41,1044.66,bank_transfer
213,630,2024-09-12 21:09:51,656.04,paypal
214,189,2024-10-10 00:00:41,80.64,bank_transfer
215,692,2024-11-08 15:50:00,52.0,bank_transfer
216,199,2024-06-18 03:33:35,1696.28,paypal
217,300,2025-01-03 17:32:47,110.96,debit_card
218,726,2025-02-03 14:00:51,447.4,paypal
219,630,2023-12-31 14:57:18,874.95,paypal
220,849,2025-02-21 03:03:14,141.09,bank_transfer
221,637,2023-06-27 01:04:59,1197.56,paypal
222,546,2024-06-12 16:12:22,149.85,debit_card
223,93,2025-03-11 15:02:11,464.44,bank_transfer
224,342,2023-06-22 07:48:05,1154.28,paypal
225,225,2024-11-16 20:58:50,637.93,debit_card
226,204,2025-01-05 19:26:56,1094.3,bank_transfer
227,975,2024-10-04 05:01:12,615.42,credit_card
228,369,2024-06-09 12:52:24,123.35,credit_card
229,896,2025-03-18 10:44:30,1464.81,debit_card
230,613,2024-09-19 11:54:10,373.36,bank_transfer
231,778,2023-11-03 11:43:07,747.7,credit_card
232,488,2025-03-05 20:30:00,1085.8,credit_card
233,554,2025-02-27 08:56:53,375.68,bank_transfer
234,474,2024-06-10 14:06:04,1045.92,debit_card
235,169,2023-06-13 11:08:38,492.8,debit_card
236,703,2023-05-02 06:45:39,2850.91,bank_transfer
237,247,2024-11-14 15:22:11,866.65,debit_card
238,24,2024-12-08 11:44:58,751.13,paypal
239,625,2025-03-23 02:33:28,534.21,paypal
240,156,2023-08-10 22:33:25,1501.11,debit_card
241,947,2023-10-12 09:36:36,558.56,bank_transfer
242,961,2025-01-08 05:46:01,387.1,debit_card
243,923,2024-09-06 05:28:24,115.24,paypal
244,346,2023-05-18 12:38:00,67.77,credit_card
245,18,2025-04-21 17:02:52,303.64,debit_card
246,935,2024-01-17 00:57:02,1306.5,credit_card
247,410,2025-03-31 01:36:14,150.68,paypal
248,967,2024-09-24 16:21:57,151.83,credit_card
249,966,2024-04-07 23:09:09,241.6,debit_card
250,854,2025-03-01 02:46:31,1005.38,paypal
251,262,2025-05-10 17:25:22,84.64,paypal
252,361,2025-06-01 17:43:58,665.16,debit_card
253,852,2024-08-02 21:49:38,772.96,credit_card
254,289,2023-01-02 13:19:19,1601.99,credit_card
255,150,2023-09-08 18:02:09,1079.47,paypal
256,535,2024-12-04 06:33:12,521.15,debit_card
257,941,2023-01-04 04:20:12,63.42,bank_transfer
258,678,2025-05-13 09:22:38,1521.21,paypal
259,549,2024-08-07 16:19:51,638.31,paypal
260,98,2023-10-27 19:13:14,187.54,credit_card
261,592,2024-04-15 23:18:53,268.26,paypal
262,990,2025-02-04 14:19:39,529.02,debit_card
263,133,2025-06-04 07:32:04,344.82,credit_card
264,502,2025-04-07 21:29:59,803.63,bank_transfer
265,876,2025-02-08 20:21:52,92.96,credit_card
266,723,2024-03-07 18:05:39,590.74,debit_card
267,680,2023-09-13 12:19:03,19.04,credit_card
268,683,2025-01-15 14:26:42,235.35,paypal
269,331,2024-01-06 06:40:31,433.87,credit_card
270,260,2024-11-24 13:05:35,746.33,paypal
271,798,2024-11-01 20:07:28,49.64,credit_card
272,799,2024-04-03 03:17:38,934.65,bank_transfer
273,866,2023-06-07 07:54:53,123.96,debit_card
274,921,2023-04-15 22:14:25,1668.36,debit_card
275,496,2024-04-29 03:46:57,702.31,paypal
276,487,2024-07-26 22:58:43,1436.19,debit_card
277,783,2023-04-17 06:16:39,879.29,debit_card
278,630,2023-06-12 21:00:46,78.39,debit_card
279,682,2023-12-24 17:14:14,657.94,debit_card
280,780,2023-01-11 10:44:26,15.14,debit_card
281,893,2024-03-27 09:27:59,295.95,debit_card
282,310,2023-11-01 10:56:45,949.53,credit_card
283,353,2023-02-02 14:42:14,1149.59,debit_card
284,94,2024-04-18 21:55:21,272.61,debit_card
285,556,2023-07-23 04:22:44,157.8,debit_card
286,34,2023-03-13 18:16:53,1903.07,bank_transfer
287,441,2024-08-25 22:00:26,2276.74,credit_card
288,523,2023-11-18 20:57:39,345.6,debit_card
289,255,2024-04-20 08:28:15,529.05,paypal
290,573,2023-12-24 13:38:31,2502.26,credit_card
291,30,2023-10-06 22:41:44,723.97,credit_card
292,36,2023-03-01 11:14:00,404.45,paypal
293,816,2024-03-13 19:57:11,830.42,debit_card
294,332,2025-05-08 10:59:23,941.66,bank_transfer
295,123,2024-11-30 00:10:10,1968.33,bank_transfer
296,504,2024-09-18 14:40:32,1318.51,credit_card
297,756,2025-04-10 07:15:11,425.39,credit_card
298,181,2023-11-06 03:12:38,164.72,paypal
299,602,2023-11-16 20:13:16,559.58,paypal
300,85,2024-05-22 14:56:44,1016.27,debit_card
301,48,2024-04-26 04:35:04,343.75,debit_card
302,512,2024-11-23 10:04:40,257.62,paypal
303,522,2025-06-03 06:23:52,626.12,debit_card
304,620,2024-11-02 04:59:01,757.91,paypal
305,706,2023-04-14 16:23:29,318.68,credit_card
306,979,2023-06-13 11:03:21,220.17,credit_card
307,500,2024-12-18 13:01:41,569.84,bank_transfer
308,297,2025-01-23 01:08:03,24.28,bank_transfer
309,779,2023-08-06 21:06:49,539.74,credit_card
310,233,2025-04-10 13:20:22,205.7,bank_transfer
311,421,2023-02-23 12:11:48,1121.87,credit_card
312,76,2023-03-17 14:21:04,146.6,credit_card
313,24,2023-01-25 21:57:23,107.68,credit_card
314,966,2023-12-09 15:21:55,96.58,debit_card
315,835,2023-03-10 08:54:19,135.78,debit_card
316,678,2023-11-18 17:58:03,1565.97,debit_card
317,391,2024-12-13 16:24:23,108.65,credit_card
318,155,2023-12-06 12:32:21,698.78,bank_transfer
319,142,2023-07-26 12:02:35,249.18,debit_card
320,209,2025-02-21 00:51:34,80.46,paypal
321,525,2024-01-03 05:29:37,457.79,paypal
322,696,2023-11-10 19:32:43,334.54,paypal
323,638,2023-03-03 12:40:25,970.43,debit_card
324,246,2023-12-12 13:18:55,872.82,debit_card
325,962,2025-05-02 14:30:10,282.58,debit_card
326,720,2023-11-03 20:41:08,1134.78,bank_transfer
327,531,2023-11-09 20:46:25,662.93,debit_card
328,590,2025-01-01 05:28:14,965.07,debit_card
329,400,2024-02-04 16:31:50,478.71,bank_transfer
330,207,2023-11-01 00:48:43,240.46,bank_transfer
331,329,2024-10-07 22:53:57,708.74,credit_card
332,739,2024-08-20 19:21:12,367.41,bank_transfer
333,16,2024-07-25 22:45:55,927.27,bank_transfer
334,112,2025-06-17 10:08:41,357.64,credit_card
335,44,2025-03-16 12:27:43,769.76,credit_card
336,37,2025-06-08 12:30:40,778.49,debit_card
337,855,2023-04-19 11:52:46,555.84,bank_transfer
338,685,2023-10-10 16:52:03,82.64,debit_card
339,453,2023-11-09 03:37:04,90.54,paypal
340,99,2024-09-27 00:53:07,534.48,bank_transfer
341,473,2024-02-18 08:12:33,32.51,credit_card
342,452,2023-11-24 21:11:55,1553.0,paypal
343,155,2024-06-16 22:51:15,242.07,paypal
344,417,2024-05-28 00:48:29,120.84,debit_card
345,377,2023-02-09 21:26:08,846.55,credit_card
346,592,2024-07-13 13:26:18,676.3,bank_transfer
347,618,2023-06-06 01:15:38,581.65,credit_card
348,43,2024-04-13 03:04:44,1078.13,credit_card
349,352,2024-11-06 14:00:04,78.0,bank_transfer
350,606,2024-02-05 05:05:17,646.57,credit_card
351,489,2024-06-17 04:23:04,1120.08,paypal
352,855,2024-06-12 12:59:11,812.91,bank_transfer
353,638,2024-10-20 04:37:29,276.57,credit_card
354,145,2025-04-16 05:00:55,752.4,paypal
355,70,2023-08-15 14:27:13,298.41,credit_card
356,622,2024-02-29 19:02:58,627.11,debit_card
357,25,2025-01-27 07:29:26,1431.27,bank_transfer
358,567,2025-01-05 10:26:13,431.93,paypal
359,946,2025-06-20 14:16:18,997.74,bank_transfer
360,552,2023-09-12 06:58:19,664.68,debit_card
361,363,2024-08-07 23:01:02,1372.55,paypal
362,622,2024-11-04 22:02:07,270.53,debit_card
363,431,2024-09-08 03:59:23,989.7,paypal
364,523,2023-05-09 08:55:49,188.7,credit_card
365,948,2025-06-09 02:18:49,1016.61,credit_card
366,361,2025-04-14 23:51:54,486.0,credit_card
367,966,2025-03-17 02:02:08,782.87,paypal
368,913,2025-06-12 08:34:29,239.84,credit_card
369,170,2023-07-13 17:47:28,471.73,credit_card
370,68,2025-03-17 22:14:28,339.95,credit_card
371,103,2023-10-20 03:53:38,165.84,paypal
372,22,2024-10-17 13:51:36,36.42,bank_transfer
373,94,2023-09-11 16:59:15,209.56,debit_card
374,668,2024-02-23 11:56:53,1422.56,debit_card
375,70,2024-05-06 10:46:05,847.98,credit_card
376,291,2024-07-17 14:53:26,485.99,bank_transfer
377,843,2023-06-13 02:47:07,949.53,bank_transfer
378,24,2023-05-29 10:00:36,1313.69,debit_card
379,805,2025-03-08 19:06:23,375.72,paypal
380,248,2024-01-22 23:33:16,1187.22,paypal
381,115,2023-05-16 01:26:35,639.28,credit_card
382,679,2024-03-20 01:17:33,837.58,bank_transfer
383,610,2023-01-22 14:14:21,337.5,debit_card
384,876,2025-03-31 09:25:14,90.74,debit_card
385,716,2023-07-27 02:29:06,922.67,bank_transfer
386,790,2023-01-04 11:18:03,482.42,credit_card
387,249,2024-12-16 03:14:11,235.85,credit_card
388,156,2023-06-07 10:08:46,2050.64,credit_card
389,729,2024-01-24 13:41:58,317.43,debit_card
390,795,2025-04-13 07:27:44,664.64,debit_card
391,990,2023-08-06 06:53:44,933.1,bank_transfer
392,392,2024-05-29 12:32:04,175.11,bank_transfer
393,348,2025-01-29 17:46:13,1122.8,debit_card
394,765,2023-06-20 11:08:04,79.71,credit_card
395,313,2024-06-15 11:56:27,1341.18,debit_card
396,937,2024-03-12 17:36:55,113.5,bank_transfer
397,858,2023-11-05 05:21:09,478.96,credit_card
398,411,2023-07-25 12:20:43,236.89,bank_transfer
399,730,2024-09-24 17:08:23,275.12,credit_card
400,735,2024-07-18 19:06:04,319.71,credit_card
401,103,2023-03-22 23:34:15,268.63,paypal
402,910,2025-02-02 04:28:57,733.04,paypal
403,492,2025-04-01 13:24:24,298.99,credit_card
404,822,2023-07-22 16:50:54,535.69,bank_transfer
405,293,2023-11-10 19:04:22,1019.7,credit_card
406,901,2025-01-20 00:51:26,1467.29,debit_card
407,364,2024-11-11 00:18:51,956.26,paypal
408,11,2023-12-09 06:44:01,650.14,credit_card
409,913,2023-08-19 03:02:23,361.11,credit_card
410,90,2024-06-23 18:19:06,1105.12,paypal
411,292,2024-05-19 07:16:30,257.62,paypal
412,957,2023-01-25 07:02:42,1393.26,paypal
413,957,2024-09-06 07:56:40,434.95,debit_card
414,552,2023-10-09 23:18:55,669.63,debit_card
415,614,2023-10-04 02:24:49,906.2,bank_transfer
416,425,2023-01-22 01:15:26,24.76,paypal
417,260,2023-08-10 13:50:26,608.03,bank_transfer
418,301,2023-09-11 10:27:56,102.66,paypal
419,654,2023-06-09 07:56:27,707.02,bank_transfer
420,732,2023-06-24 14:53:56,91.8,paypal
421,774,2023-04-29 12:17:42,35.91,credit_card
422,772,2025-04-04 01:45:06,1218.6,credit_card
423,90,2024-02-26 03:05:23,432.46,debit_card
424,477,2024-11-24 22:00:40,779.04,debit_card
425,56,2024-08-21 02:29:20,1679.83,bank_transfer
426,525,2025-05-03 08:51:07,1234.7,debit_card
427,422,2023-01-27 15:34:18,419.71,bank_transfer
428,890,2023-12-15 21:13:03,45.27,debit_card
429,323,2024-08-09 08:45:28,258.55,debit_card
430,114,2023-01-20 09:12:08,2109.66,credit_card
431,134,2023-04-04 04:59:30,521.62,debit_card
432,744,2023-01-17 21:10:21,1288.02,paypal
433,595,2023-05-23 19:38:31,538.46,bank_transfer
434,103,2023-10-13 08:36:00,632.55,bank_transfer
435,84,2023-06-12 04:18:59,107.73,credit_card
436,681,2025-04-21 07:06:55,21.13,paypal
437,73,2023-10-19 15:35:47,41.68,credit_card
438,815,2025-05-25 17:43:30,1371.38,paypal
439,688,2024-08-29 20:09:48,202.29,debit_card
440,80,2023-02-06 19:03:08,405.5,debit_card
441,85,2023-08-07 19:44:21,466.57,debit_card
442,987,2024-10-31 09:10:13,360.64,debit_card
443,351,2023-11-21 09:23:51,929.62,credit_card
444,347,2024-12-07 12:27:57,448.51,credit_card
445,803,2023-10-06 08:32:51,231.2,paypal
446,956,2024-03-21 06:09:25,713.67,credit_card
447,987,2023-03-30 15:18:05,458.17,paypal
448,733,2024-09-12 06:15:10,122.4,credit_card
449,353,2024-06-26 01:21:00,834.28,credit_card
450,83,2024-05-07 21:14:13,512.28,credit_card
451,765,2024-07-15 13:25:36,964.38,credit_card
452,537,2024-09-21 06:02:51,121.24,bank_transfer
453,404,2024-02-08 00:53:37,259.76,paypal
454,913,2024-10-13 01:13:14,754.34,credit_card
455,110,2025-06-17 15:38:47,333.05,bank_transfer
456,474,2023-08-18 02:41:54,645.79,bank_transfer
457,12,2023-12-06 14:50:51,714.34,debit_card
458,445,2023-10-24 22:55:26,1254.21,paypal
459,54,2024-07-01 03:23:09,1061.78,bank_transfer
460,115,2024-11-10 14:56:46,146.58,credit_card
461,114,2023-01-26 12:25:26,396.03,debit_card
462,630,2023-12-13 05:32:42,1050.51,credit_card
463,726,2024-08-04 23:43:59,789.36,credit_card
464,563,2024-08-04 14:51:27,960.01,bank_transfer
465,966,2023-07-20 04:38:20,557.53,credit_card
466,352,2025-06-15 05:38:56,366.31,bank_transfer
467,254,2023-01-18 22:10:20,500.64,debit_card
468,868,2023-12-11 11:38:02,365.53,paypal
469,188,2023-05-09 21:05:54,20.75,credit_card
470,966,2024-12-14 05:31:19,1707.76,credit_card
471,13,2023-04-29 13:08:35,747.53,debit_card
472,971,2023-10-05 13:33:50,640.04,credit_card
473,40,2025-03-05 23:13:33,150.69,paypal
474,895,2023-07-16 15:15:13,479.39,bank_transfer
475,507,2025-03-07 09:13:16,172.22,credit_card
476,991,2025-06-25 15:59:02,1059.02,bank_transfer
477,74,2023-11-07 06:07:48,800.84,credit_card
478,531,2024-05-16 06:25:32,508.19,credit_card
479,970,2024-05-09 21:51:50,1328.1,paypal
480,504,2023-11-26 14:27:48,1961.14,debit_card
481,611,2023-11-03 05:17:15,244.76,credit_card
482,678,2024-03-02 06:56:58,123.96,bank_transfer
483,428,2024-01-03 06:26:52,774.0,debit_card
484,608,2025-04-08 17:05:29,812.48,credit_card
485,565,2025-05-14 09:58:01,225.18,debit_card
486,908,2023-03-16 07:23:22,604.04,debit_card
487,43,2024-07-27 00:49:32,999.14,paypal
488,247,2023-09-22 14:41:03,441.19,bank_transfer
489,957,2024-11-25 01:09:21,43.88,bank_transfer
490,894,2025-01-31 08:23:43,239.06,debit_card
491,428,2023-11-16 20:10:53,204.88,credit_card
492,598,2023-11-27 01:39:35,379.12,bank_transfer
493,242,2023-10-19 22:04:10,525.44,debit_card
494,162,2023-07-22 01:00:26,285.86,bank_transfer
495,439,2024-10-19 06:05:13,261.67,bank_transfer
496,327,2023-06-16 11:42:48,237.57,bank_transfer
497,564,2025-04-04 16:50:33,407.68,bank_transfer
498,75,2025-02-28 00:53:04,1065.73,bank_transfer
499,977,2023-10-02 09:48:24,513.92,paypal
500,987,2023-06-06 22:44:44,321.89,debit_card
501,680,2024-02-21 17:43:00,1114.59,credit_card
502,518,2025-01-10 14:50:19,531.59,paypal
503,282,2024-12-08 03:41:40,451.49,credit_card
504,804,2023-10-03 18:14:26,143.71,paypal
505,671,2025-01-06 01:40:07,1157.2,credit_card
506,144,2023-06-05 07:59:21,838.32,paypal
507,918,2024-12-13 15:28:05,185.82,paypal
508,816,2025-03-15 10:08:27,745.73,credit_card
509,957,2024-01-15 14:41:31,399.18,paypal
510,706,2024-06-25 21:53:10,478.18,paypal
511,592,2023-01-13 22:44:48,652.93,paypal
512,400,2023-04-11 09:04:38,82.64,paypal
513,938,2024-04-20 01:51:07,101.09,credit_card
514,864,2024-03-16 00:54:16,759.56,credit_card
515,43,2025-01-05 01:20:44,618.0,credit_card
516,25,2024-02-10 20:30:45,2588.85,paypal
517,353,2025-05-30 06:48:20,969.0,bank_transfer
518,800,2024-07-04 05:18:13,645.93,debit_card
519,987,2025-06-20 11:59:16,135.1,bank_transfer
520,139,2023-07-15 15:13:42,143.4,credit_card
521,576,2023-06-16 07:04:22,454.2,credit_card
522,357,2023-11-15 13:21:24,1683.05,debit_card
523,971,2023-08-26 17:04:36,808.14,bank_transfer
524,839,2025-01-21 10:22:15,214.54,bank_transfer
525,838,2023-08-16 04:27:35,280.36,debit_card
526,445,2025-01-09 16:28:18,320.29,credit_card
527,395,2024-12-21 17:49:13,715.37,bank_transfer
