order_item_id,order_id,product_id,quantity,unit_price
137,44,123,4,71.08
138,44,68,1,53.84
139,44,89,1,14.79
140,45,141,4,20.89
141,45,179,3,90.16
142,46,16,4,51.22
143,46,185,1,60.57
144,46,153,4,26.02
145,46,114,3,90.04
146,46,19,4,16.44
147,47,29,3,104.7
148,47,180,3,47.14
149,48,158,1,344.68
150,48,177,1,46.48
151,48,91,4,41.32
152,49,57,2,20.41
153,49,70,1,26.85
154,50,159,4,111.85
155,51,32,4,49.61
156,51,97,4,39.89
157,51,14,3,21.13
158,51,42,2,19.87
159,51,139,2,20.58
160,52,119,4,78.45
161,53,62,1,120.08
162,53,82,4,100.61
163,54,19,2,16.44
164,55,107,3,25.16
165,55,78,3,41.29
166,55,116,3,12.28
167,55,40,4,19.37
168,56,198,1,166.16
169,56,81,1,251.49
170,56,26,3,26.57
171,56,59,1,134.41
172,56,74,3,20.6
173,57,79,2,11.13
174,57,64,4,31.58
175,57,77,2,62.26
176,57,77,2,62.26
177,57,110,4,12.14
178,58,3,2,39.46
179,58,130,4,90.71
180,59,179,4,90.16
181,59,140,4,79.39
182,59,187,4,73.71
183,59,125,4,29.32
184,60,85,4,332.89
185,60,2,2,54.44
186,61,74,4,20.6
187,61,196,1,34.62
188,61,114,2,90.04
189,61,141,3,20.89
190,61,23,4,122.77
191,62,50,1,42.32
192,63,156,4,27.19
193,63,94,3,277.01
194,63,103,3,365.7
195,63,94,3,277.01
196,63,147,2,53.97
197,64,53,3,279.09
198,64,126,1,19.04
199,64,116,3,12.28
200,64,115,4,22.59
201,64,132,1,90.34
202,65,27,1,24.76
203,65,57,1,20.41
204,65,172,2,17.99
205,66,162,4,47.03
206,66,53,2,279.09
207,66,141,1,20.89
208,67,187,2,73.71
209,67,31,4,31.37
210,67,100,2,78.39
211,67,199,2,81.59
212,67,155,3,49.95
213,68,11,4,37.93
214,69,47,4,80.46
215,69,137,1,129.99
216,69,79,3,11.13
217,69,53,4,279.09
218,69,107,4,25.16
219,70,20,3,118.73
220,71,161,4,61.19
221,71,52,2,23.37
222,71,117,2,88.11
223,72,135,1,94.78
224,73,71,1,31.98
225,73,146,1,102.69
226,73,51,2,31.58
227,73,7,1,243.37
228,74,76,2,115.55
229,74,153,1,26.02
230,75,185,3,60.57
231,75,56,3,21.69
232,75,86,2,61.13
233,75,181,1,31.71
234,76,200,2,42.9
235,76,52,4,23.37
236,76,163,1,133.75
237,77,79,1,11.13
238,77,130,4,90.71
239,77,22,3,23.67
240,77,109,1,16.06
241,77,87,1,101.09
242,78,156,1,27.19
243,78,4,1,67.24
244,78,100,4,78.39
245,79,115,4,22.59
246,79,104,4,49.96
247,79,188,1,95.91
248,79,99,2,26.88
249,80,25,3,50.41
250,80,108,4,25.76
251,80,199,1,81.59
252,80,67,1,67.72
253,81,17,2,293.92
254,81,92,2,30.21
255,81,154,1,31.82
256,82,127,3,77.79
257,83,148,2,76.06
258,83,28,4,27.57
259,83,39,4,27.76
260,83,144,1,83.09
261,84,194,1,80.45
262,84,4,4,67.24
263,84,68,1,53.84
264,84,68,2,53.84
265,85,185,2,60.57
266,85,8,4,23.52
267,86,10,3,302.64
268,86,141,1,20.89
269,86,27,4,24.76
270,86,35,2,143.71
271,86,10,1,302.64
272,87,45,4,30.6
273,87,161,3,61.19
274,87,86,1,61.13
275,87,163,2,133.75
276,87,197,3,72.17
277,88,13,2,144.87
278,88,55,3,112.05
279,88,152,2,40.55
280,89,27,4,24.76
281,90,2,2,54.44
282,91,139,4,20.58
283,91,42,2,19.87
284,91,128,2,20.75
285,91,105,1,21.94
286,92,126,3,19.04
287,93,24,1,88.43
288,93,107,3,25.16
289,94,56,2,21.69
290,94,39,4,27.76
291,95,129,3,25.86
292,96,67,1,67.72
293,96,162,1,47.03
294,96,152,1,40.55
295,97,103,3,365.7
296,97,15,4,17.34
297,97,48,2,32.23
298,97,89,3,14.79
299,98,48,4,32.23
300,99,95,4,24.85
301,100,44,2,57.39
302,100,122,4,45.37
303,101,127,2,77.79
304,101,196,3,34.62
305,102,57,1,20.41
306,103,35,2,143.71
307,103,69,2,135.36
308,103,178,1,71.35
309,103,121,4,260.81
310,104,95,2,24.85
311,104,93,3,35.85
312,104,3,4,39.46
313,104,86,2,61.13
314,104,175,2,122.58
315,105,199,1,81.59
316,106,91,2,41.32
317,107,190,1,77.58
318,107,27,1,24.76
319,107,60,4,30.31
320,107,130,3,90.71
321,108,150,4,45.27
322,108,5,2,83.94
323,108,91,3,41.32
324,108,155,4,49.95
325,108,175,1,122.58
326,109,107,2,25.16
327,109,60,1,30.31
328,109,151,3,24.05
329,110,178,1,71.35
330,110,23,3,122.77
331,110,74,3,20.6
332,111,142,4,116.11
333,111,41,2,11.79
334,111,197,2,72.17
335,111,48,3,32.23
336,111,23,3,122.77
337,112,11,1,37.93
338,112,75,4,60.72
339,112,91,3,41.32
340,113,38,4,139.58
341,114,58,1,361.14
342,114,192,2,28.81
343,115,31,4,31.37
344,115,41,2,11.79
345,115,191,4,83.28
346,115,5,3,83.94
347,116,59,1,134.41
348,117,129,4,25.86
349,117,83,4,96.3
350,117,69,3,135.36
351,117,130,2,90.71
352,117,66,3,8.08
353,118,154,4,31.82
354,118,10,2,302.64
355,118,71,2,31.98
356,119,33,3,26.0
357,119,24,2,88.43
358,120,113,3,299.39
359,120,7,3,243.37
360,121,107,1,25.16
361,121,25,4,50.41
362,122,32,3,49.61
363,122,195,3,46.37
364,122,110,4,12.14
365,123,146,1,102.69
366,123,185,2,60.57
367,123,68,1,53.84
368,123,23,3,122.77
369,123,96,1,63.04
370,124,72,2,15.14
371,124,66,3,8.08
372,124,122,2,45.37
373,124,40,1,19.37
374,125,196,4,34.62
375,126,103,4,365.7
376,126,12,3,31.67
377,126,134,4,32.51
378,126,80,3,37.68
379,126,144,1,83.09
380,127,175,4,122.58
381,127,18,4,97.85
382,127,146,3,102.69
383,127,89,2,14.79
384,128,42,3,19.87
385,128,95,1,24.85
386,129,35,2,143.71
387,129,93,2,35.85
388,129,114,4,90.04
389,129,183,3,41.18
390,130,167,4,52.61
391,130,61,2,89.64
392,130,112,1,248.75
393,131,131,3,47.33
394,132,6,4,57.92
395,132,153,1,26.02
396,133,174,1,77.82
397,133,126,3,19.04
398,133,96,1,63.04
399,133,139,3,20.58
400,134,176,4,66.13
401,134,28,3,27.57
402,134,33,1,26.0
403,134,55,3,112.05
404,135,103,2,365.7
405,136,166,3,61.94
406,136,137,1,129.99
407,136,61,3,89.64
408,137,156,2,27.19
409,137,83,1,96.3
410,137,185,2,60.57
411,138,123,1,71.08
412,138,167,4,52.61
413,138,106,4,57.62
414,138,107,1,25.16
415,138,111,1,51.45
416,139,139,3,20.58
417,139,28,2,27.57
418,139,89,3,14.79
419,140,62,1,120.08
420,140,42,4,19.87
421,141,9,1,116.54
422,141,22,4,23.67
423,141,159,1,111.85
424,141,103,3,365.7
425,142,151,1,24.05
426,143,135,2,94.78
427,143,6,3,57.92
428,144,49,2,41.68
429,144,115,2,22.59
430,144,20,3,118.73
431,144,116,2,12.28
432,144,3,1,39.46
433,145,171,1,53.95
434,145,95,2,24.85
435,145,140,3,79.39
436,145,38,4,139.58
437,145,135,4,94.78
438,146,25,3,50.41
439,146,23,3,122.77
440,146,28,1,27.57
441,147,57,4,20.41
442,147,121,2,260.81
443,147,63,4,48.34
444,147,196,3,34.62
445,148,188,1,95.91
446,148,74,4,20.6
447,148,3,4,39.46
448,148,135,1,94.78
449,149,196,2,34.62
450,149,149,3,35.48
451,149,179,2,90.16
452,149,34,4,112.15
453,149,73,1,35.91
454,150,153,4,26.02
455,150,154,3,31.82
456,150,119,4,78.45
457,151,154,3,31.82
458,151,22,4,23.67
459,152,6,1,57.92
460,152,148,4,76.06
461,153,31,1,31.37
462,153,125,4,29.32
463,153,20,4,118.73
464,154,101,1,55.45
465,154,109,1,16.06
466,154,162,4,47.03
467,154,109,1,16.06
468,155,171,2,53.95
469,155,89,3,14.79
470,155,8,2,23.52
471,156,153,4,26.02
472,156,114,4,90.04
473,156,99,2,26.88
474,156,111,1,51.45
475,157,124,1,110.37
476,157,71,1,31.98
477,157,196,2,34.62
478,157,65,3,254.68
479,158,20,2,118.73
480,158,70,2,26.85
481,158,72,2,15.14
482,158,71,3,31.98
483,159,68,1,53.84
484,160,114,1,90.04
485,160,181,3,31.71
486,160,54,4,74.54
487,160,140,4,79.39
488,161,139,2,20.58
489,162,34,2,112.15
490,162,60,4,30.31
491,162,194,1,80.45
492,163,81,1,251.49
493,163,46,3,30.38
494,163,149,3,35.48
495,163,19,1,16.44
496,163,169,4,50.6
497,164,160,3,48.29
498,164,131,4,47.33
499,164,61,3,89.64
500,165,104,2,49.96
501,165,135,4,94.78
502,165,110,2,12.14
503,165,177,4,46.48
504,165,126,3,19.04
505,166,105,3,21.94
506,167,83,4,96.3
507,167,173,3,56.75
508,167,183,3,41.18
509,167,127,2,77.79
510,168,30,1,68.73
511,169,199,1,81.59
512,169,85,3,332.89
513,169,182,3,29.78
514,169,41,2,11.79
515,169,55,1,112.05
516,170,121,4,260.81
517,170,174,3,77.82
518,170,181,1,31.71
519,171,187,3,73.71
520,171,105,4,21.94
521,171,166,1,61.94
522,171,190,2,77.58
523,171,187,1,73.71
524,172,162,1,47.03
525,172,149,2,35.48
526,172,188,2,95.91
527,172,44,3,57.39
528,173,107,4,25.16
529,173,140,2,79.39
530,173,23,3,122.77
531,173,110,2,12.14
532,174,5,1,83.94
533,174,194,2,80.45
534,174,122,3,45.37
535,175,181,2,31.71
536,175,138,4,95.11
537,175,107,4,25.16
538,176,61,3,89.64
539,176,188,2,95.91
540,176,152,2,40.55
541,177,158,4,344.68
542,177,55,4,112.05
543,177,17,4,293.92
544,177,156,3,27.19
545,178,102,3,24.05
546,178,71,4,31.98
547,178,121,1,260.81
548,179,1,3,22.0
549,179,41,3,11.79
550,180,170,3,332.58
551,180,138,4,95.11
552,181,40,4,19.37
553,181,83,2,96.3
554,181,37,1,25.89
555,182,182,2,29.78
556,182,195,3,46.37
557,183,121,1,260.81
558,183,30,1,68.73
559,183,192,4,28.81
560,183,35,4,143.71
561,184,190,3,77.58
562,184,163,3,133.75
563,185,44,2,57.39
564,185,165,1,128.81
565,185,146,3,102.69
566,185,38,3,139.58
567,185,37,2,25.89
568,186,18,4,97.85
569,186,94,2,277.01
570,186,175,4,122.58
571,186,195,4,46.37
572,187,67,2,67.72
573,188,142,4,116.11
574,188,162,3,47.03
575,188,2,2,54.44
576,188,101,1,55.45
577,188,77,2,62.26
578,189,176,4,66.13
579,189,27,2,24.76
580,189,64,3,31.58
581,190,175,3,122.58
582,190,167,3,52.61
583,190,150,3,45.27
584,190,186,3,12.58
585,191,153,4,26.02
586,191,31,1,31.37
587,191,171,2,53.95
588,191,132,2,90.34
589,192,8,4,23.52
590,192,53,4,279.09
591,193,98,1,94.35
592,193,99,2,26.88
593,193,170,3,332.58
594,193,174,2,77.82
595,193,25,2,50.41
596,194,43,1,109.67
597,194,200,2,42.9
598,194,1,4,22.0
599,194,154,1,31.82
600,194,37,3,25.89
601,195,79,1,11.13
602,196,91,1,41.32
603,196,192,4,28.81
604,196,119,3,78.45
605,196,2,2,54.44
606,197,65,4,254.68
607,197,12,1,31.67
608,197,15,4,17.34
609,198,5,2,83.94
610,199,130,3,90.71
611,199,191,4,83.28
612,199,31,4,31.37
613,200,167,2,52.61
614,201,96,3,63.04
615,201,113,2,299.39
616,201,85,4,332.89
617,201,152,4,40.55
618,202,136,1,275.36
619,202,130,3,90.71
620,202,143,4,112.5
621,202,187,4,73.71
622,203,137,2,129.99
623,203,61,4,89.64
624,204,103,4,365.7
625,205,163,4,133.75
626,205,72,2,15.14
627,205,118,2,67.6
628,205,154,4,31.82
629,205,4,1,67.24
630,206,63,4,48.34
631,206,145,3,127.09
632,206,152,3,40.55
633,207,16,3,51.22
634,207,197,1,72.17
635,208,3,4,39.46
636,209,146,4,102.69
637,209,61,3,89.64
638,209,163,1,133.75
639,209,124,2,110.37
640,209,139,2,20.58
641,210,172,2,17.99
642,210,42,2,19.87
643,211,30,4,68.73
644,211,85,4,332.89
645,211,24,4,88.43
646,211,181,1,31.71
647,212,166,4,61.94
648,212,79,4,11.13
649,212,67,4,67.72
650,212,21,3,49.64
651,212,170,1,332.58
652,213,145,1,127.09
653,213,188,1,95.91
654,213,182,4,29.78
655,213,174,3,77.82
656,213,47,1,80.46
657,214,99,3,26.88
658,215,33,2,26.0
659,216,44,4,57.39
660,216,182,2,29.78
661,216,68,3,53.84
662,216,121,4,260.81
663,216,169,4,50.6
664,217,125,1,29.32
665,217,57,4,20.41
666,218,159,4,111.85
667,219,112,3,248.75
668,219,200,3,42.9
669,220,162,3,47.03
670,221,113,4,299.39
671,222,155,3,49.95
672,223,142,4,116.11
673,224,122,2,45.37
674,224,172,1,17.99
675,224,21,2,49.64
676,224,113,3,299.39
677,224,102,2,24.05
678,225,100,1,78.39
679,225,175,2,122.58
680,225,31,4,31.37
681,225,73,4,35.91
682,225,164,1,45.26
683,226,35,2,143.71
684,226,54,2,74.54
685,226,144,4,83.09
686,226,84,2,143.68
687,226,126,2,19.04
688,227,191,4,83.28
689,227,104,2,49.96
690,227,137,1,129.99
691,227,189,1,52.39
692,228,87,1,101.09
693,228,79,2,11.13
694,229,81,3,251.49
695,229,137,3,129.99
696,229,111,1,51.45
697,229,61,3,89.64
698,230,178,4,71.35
699,230,125,3,29.32
700,231,17,2,293.92
701,231,108,3,25.76
702,231,78,2,41.29
703,232,69,3,135.36
704,232,128,2,20.75
705,232,5,3,83.94
706,232,179,4,90.16
707,232,108,1,25.76
708,233,25,4,50.41
709,233,152,3,40.55
710,233,189,1,52.39
711,234,114,3,90.04
712,234,179,3,90.16
713,234,126,3,19.04
714,234,107,2,25.16
715,234,120,4,99.47
716,235,39,4,27.76
717,235,156,1,27.19
718,235,91,1,41.32
719,235,30,1,68.73
720,235,86,4,61.13
721,236,136,4,275.36
722,236,81,3,251.49
723,236,112,4,248.75
724,237,147,4,53.97
725,237,84,4,143.68
726,237,33,2,26.0
727,237,102,1,24.05
728,238,7,1,243.37
729,238,32,4,49.61
730,238,112,1,248.75
731,238,185,1,60.57
732,239,24,3,88.43
733,239,61,3,89.64
734,240,157,3,167.48
735,240,85,3,332.89
736,241,1,4,22.0
737,241,110,3,12.14
738,241,14,4,21.13
739,241,9,3,116.54
740,242,27,2,24.76
741,242,28,3,27.57
742,242,128,1,20.75
743,242,153,4,26.02
744,242,134,4,32.51
745,243,192,4,28.81
746,244,115,3,22.59
747,245,152,1,40.55
748,245,192,1,28.81
749,245,105,2,21.94
750,245,151,1,24.05
751,245,101,3,55.45
752,246,89,1,14.79
753,246,162,3,47.03
754,246,122,4,45.37
755,246,81,2,251.49
756,246,9,4,116.54
757,247,19,3,16.44
758,247,196,2,34.62
759,247,109,2,16.06
760,248,12,2,31.67
761,248,193,1,88.49
762,249,29,1,104.7
763,249,179,1,90.16
764,249,52,2,23.37
765,250,78,4,41.29
766,250,24,1,88.43
767,250,13,4,144.87
768,250,93,2,35.85
769,250,82,1,100.61
770,251,50,2,42.32
771,252,170,2,332.58
772,253,157,4,167.48
773,253,108,4,25.76
774,254,58,3,361.14
775,254,195,4,46.37
776,254,1,3,22.0
777,254,187,2,73.71
778,254,97,3,39.89
779,255,14,3,21.13
780,255,18,4,97.85
781,255,140,2,79.39
782,255,167,3,52.61
783,255,146,3,102.69
784,256,50,4,42.32
785,256,197,3,72.17
786,256,69,1,135.36
787,257,181,2,31.71
788,258,153,1,26.02
789,258,108,1,25.76
790,258,158,4,344.68
791,258,130,1,90.71
792,259,78,1,41.29
793,259,168,1,62.02
794,259,163,4,133.75
795,260,149,3,35.48
796,260,152,2,40.55
797,261,47,3,80.46
798,261,99,1,26.88
799,262,42,4,19.87
800,262,40,2,19.37
801,262,165,2,128.81
802,262,80,2,37.68
803,262,174,1,77.82
804,263,177,3,46.48
805,263,146,2,102.69
806,264,177,3,46.48
807,264,1,4,22.0
808,264,86,4,61.13
809,264,135,3,94.78
810,264,131,1,47.33
811,265,177,2,46.48
812,266,90,1,31.72
813,266,2,2,54.44
814,266,39,4,27.76
815,266,17,1,293.92
816,266,115,2,22.59
817,267,126,1,19.04
818,268,119,3,78.45
819,269,167,2,52.61
820,269,165,1,128.81
821,269,104,4,49.96
822,270,25,1,50.41
823,270,195,2,46.37
824,270,184,1,50.82
825,270,76,4,115.55
826,270,179,1,90.16
827,271,21,1,49.64
828,272,20,1,118.73
829,272,151,4,24.05
830,272,47,4,80.46
831,272,120,4,99.47
832,273,91,3,41.32
833,274,158,4,344.68
834,274,39,4,27.76
835,274,115,4,22.59
836,274,128,2,20.75
837,274,52,2,23.37
838,275,88,2,94.71
839,275,192,2,28.81
840,275,151,4,24.05
841,275,63,3,48.34
842,275,178,3,71.35
843,276,118,1,67.6
844,276,136,4,275.36
845,276,12,3,31.67
846,276,102,2,24.05
847,276,168,2,62.02
848,277,139,3,20.58
849,277,197,3,72.17
850,277,120,4,99.47
851,277,67,3,67.72
852,278,100,1,78.39
853,279,125,3,29.32
854,279,48,4,32.23
855,279,147,2,53.97
856,279,191,4,83.28
857,280,72,1,15.14
858,281,183,2,41.18
859,281,72,3,15.14
860,281,196,2,34.62
861,281,40,3,19.37
862,281,57,2,20.41
863,282,36,3,316.51
864,283,76,1,115.55
865,283,158,3,344.68
866,284,162,4,47.03
867,284,133,1,32.1
868,284,189,1,52.39
869,285,107,3,25.16
870,285,139,4,20.58
871,286,38,3,139.58
872,286,108,2,25.76
873,286,158,4,344.68
874,286,66,2,8.08
875,286,11,1,37.93
876,287,75,4,60.72
877,287,104,4,49.96
878,287,36,4,316.51
879,287,143,3,112.5
880,287,106,4,57.62
881,288,179,2,90.16
882,288,91,4,41.32
883,289,115,2,22.59
884,289,188,1,95.91
885,289,75,3,60.72
886,289,111,4,51.45
887,290,9,3,116.54
888,290,103,4,365.7
889,290,68,3,53.84
890,290,91,3,41.32
891,290,87,4,101.09
892,291,130,1,90.71
893,291,72,3,15.14
894,291,17,2,293.92
895,292,41,3,11.79
896,292,40,2,19.37
897,292,66,2,8.08
898,292,61,3,89.64
899,292,164,1,45.26
900,293,190,2,77.58
901,293,165,4,128.81
902,293,152,2,40.55
903,293,3,2,39.46
904,294,145,2,127.09
905,294,93,4,35.85
906,294,159,4,111.85
907,294,63,2,48.34
908,295,7,4,243.37
909,295,28,3,27.57
910,295,175,3,122.58
911,295,62,2,120.08
912,295,148,4,76.06
913,296,60,3,30.31
914,296,118,4,67.6
915,296,114,4,90.04
916,296,7,2,243.37
917,296,28,4,27.57
918,297,22,1,23.67
919,297,114,2,90.04
920,297,91,1,41.32
921,297,179,2,90.16
922,298,183,4,41.18
923,299,59,4,134.41
924,299,105,1,21.94
925,300,79,1,11.13
926,300,198,4,166.16
927,300,26,2,26.57
928,300,84,2,143.68
929,301,32,4,49.61
930,301,116,3,12.28
931,301,63,2,48.34
932,301,41,1,11.79
933,302,165,2,128.81
934,303,93,4,35.85
935,303,8,3,23.52
936,303,19,3,16.44
937,303,130,4,90.71
938,304,77,1,62.26
939,304,132,2,90.34
940,304,140,2,79.39
941,304,20,3,118.73
942,305,182,1,29.78
943,305,83,3,96.3
944,306,83,1,96.3
945,306,33,4,26.0
946,306,42,1,19.87
947,307,69,3,135.36
948,307,80,1,37.68
949,307,39,2,27.76
950,307,8,3,23.52
951,308,110,2,12.14
952,309,169,1,50.6
953,309,35,2,143.71
954,309,4,3,67.24
955,310,16,3,51.22
956,310,153,2,26.02
957,311,44,1,57.39
958,311,140,4,79.39
959,311,168,3,62.02
960,311,163,4,133.75
961,311,129,1,25.86
962,312,186,2,12.58
963,312,75,2,60.72
964,313,68,2,53.84
965,314,160,2,48.29
966,315,164,3,45.26
967,316,80,1,37.68
968,316,86,4,61.13
969,316,47,3,80.46
970,316,22,1,23.67
971,316,65,4,254.68
972,317,14,3,21.13
973,317,164,1,45.26
974,318,61,2,89.64
975,318,120,3,99.47
976,318,197,1,72.17
977,318,21,3,49.64
978,319,196,1,34.62
979,319,134,4,32.51
980,319,14,4,21.13
981,320,47,1,80.46
982,321,124,3,110.37
983,321,12,4,31.67
984,322,76,2,115.55
985,322,129,4,25.86
986,323,159,3,111.85
987,323,83,3,96.3
988,323,163,2,133.75
989,323,151,2,24.05
990,323,46,1,30.38
991,324,175,4,122.58
992,324,105,1,21.94
993,324,37,2,25.89
994,324,126,1,19.04
995,324,13,2,144.87
996,325,48,4,32.23
997,325,16,3,51.22
998,326,85,3,332.89
999,326,122,3,45.37
1000,327,173,3,56.75
1001,327,97,4,39.89
1002,327,191,4,83.28
1003,328,122,4,45.37
1004,328,87,4,101.09
1005,328,32,1,49.61
1006,328,191,3,83.28
1007,328,97,2,39.89
1008,329,91,1,41.32
1009,329,76,3,115.55
1010,329,122,2,45.37
1011,330,184,3,50.82
1012,330,1,4,22.0
1013,331,77,1,62.26
1014,331,62,4,120.08
1015,331,198,1,166.16
1016,332,39,3,27.76
1017,332,88,3,94.71
1018,333,186,3,12.58
1019,333,148,1,76.06
1020,333,49,2,41.68
1021,333,7,3,243.37
1022,334,3,4,39.46
1023,334,155,4,49.95
1024,335,34,4,112.15
1025,335,86,3,61.13
1026,335,139,4,20.58
1027,335,101,1,55.45
1028,336,163,4,133.75
1029,336,54,3,74.54
1030,336,42,1,19.87
1031,337,105,3,21.94
1032,337,131,2,47.33
1033,337,147,2,53.97
1034,337,35,2,143.71
1035,338,91,2,41.32
1036,339,150,2,45.27
1037,340,22,1,23.67
1038,340,128,3,20.75
1039,340,16,1,51.22
1040,340,18,2,97.85
1041,340,25,4,50.41
1042,341,134,1,32.51
1043,342,159,4,111.85
1044,342,76,4,115.55
1045,342,105,3,21.94
1046,342,193,4,88.49
1047,342,54,3,74.54
1048,343,189,4,52.39
1049,343,134,1,32.51
1050,344,92,4,30.21
1051,345,56,4,21.69
1052,345,140,4,79.39
1053,345,164,2,45.26
1054,345,74,1,20.6
1055,345,124,3,110.37
1056,346,136,1,275.36
1057,346,47,3,80.46
1058,346,97,4,39.89
1059,347,122,1,45.37
1060,347,143,2,112.5
1061,347,174,4,77.82
1062,348,198,2,166.16
1063,348,94,2,277.01
1064,348,180,2,47.14
1065,348,192,2,28.81
1066,348,97,1,39.89
1067,349,33,3,26.0
1068,350,191,4,83.28
1069,350,135,1,94.78
1070,350,134,3,32.51
1071,350,185,2,60.57
1072,351,131,2,47.33
1073,351,158,2,344.68
1074,351,194,3,80.45
1075,351,88,1,94.71
1076,352,188,4,95.91
1077,352,149,1,35.48
1078,352,24,3,88.43
1079,352,74,1,20.6
1080,352,171,2,53.95
1081,353,160,2,48.29
1082,353,187,1,73.71
1083,353,26,4,26.57
1084,354,29,4,104.7
1085,354,189,4,52.39
1086,354,168,2,62.02
1087,355,120,3,99.47
1088,356,96,3,63.04
1089,356,166,2,61.94
1090,356,100,2,78.39
1091,356,141,2,20.89
1092,356,76,1,115.55
1093,357,197,1,72.17
1094,357,132,4,90.34
1095,357,170,3,332.58
1096,358,79,2,11.13
1097,358,106,4,57.62
1098,358,57,1,20.41
1099,358,140,2,79.39
1100,359,170,3,332.58
1101,360,140,2,79.39
1102,360,59,1,134.41
1103,360,29,3,104.7
1104,360,44,1,57.39
1105,361,136,4,275.36
1106,361,34,2,112.15
1107,361,12,1,31.67
1108,361,72,1,15.14
1109,362,126,1,19.04
1110,362,81,1,251.49
1111,363,191,1,83.28
1112,363,131,4,47.33
1113,363,76,4,115.55
1114,363,139,3,20.58
1115,363,160,4,48.29
1116,364,98,2,94.35
1117,365,55,4,112.05
1118,365,150,4,45.27
1119,365,159,3,111.85
1120,365,37,2,25.89
1121,366,82,4,100.61
1122,366,141,4,20.89
1123,367,143,1,112.5
1124,367,159,2,111.85
1125,367,25,2,50.41
1126,367,151,1,24.05
1127,367,194,4,80.45
1128,368,131,3,47.33
1129,368,18,1,97.85
1130,369,194,1,80.45
1131,369,35,2,143.71
1132,369,196,3,34.62
1133,370,132,3,90.34
1134,370,89,3,14.79
1135,370,116,2,12.28
1136,371,60,2,30.31
1137,371,167,2,52.61
1138,372,110,3,12.14
1139,373,189,4,52.39
1140,374,143,2,112.5
1141,374,113,4,299.39
1142,375,76,1,115.55
1143,375,193,4,88.49
1144,375,50,1,42.32
1145,375,55,3,112.05
1146,376,30,1,68.73
1147,376,160,4,48.29
1148,376,55,2,112.05
1149,377,36,3,316.51
1150,378,174,4,77.82
